Fri Jun 14 08:48:40 2024name:yolov5m_coco200,lr:1.000000000000001e-05,iter:1,epoch:0,batch_idx:1,batch_size:1,total_loss:0.17330163717269897,fps:0.4470528334129973,eta:20 days, 6:08:46,box_loss:0.07338361442089081,obj_loss:0.026445992290973663,cls_loss:0.0734720379114151
Fri Jun 14 08:48:41 2024name:yolov5m_coco200,lr:2.000000000000002e-05,iter:2,epoch:0,batch_idx:2,batch_size:1,total_loss:0.23667992651462555,fps:0.43085267789669557,eta:21 days, 0:25:29,box_loss:0.1086827889084816,obj_loss:0.025579914450645447,cls_loss:0.10241721570491791
Fri Jun 14 08:48:43 2024name:yolov5m_coco200,lr:3.0000000000000028e-05,iter:3,epoch:0,batch_idx:3,batch_size:1,total_loss:0.24007076025009155,fps:0.4670249344177607,eta:19 days, 9:21:18,box_loss:0.10497095435857773,obj_loss:0.032142143696546555,cls_loss:0.10295766592025757
Fri Jun 14 08:48:43 2024name:yolov5m_coco200,lr:4.000000000000004e-05,iter:4,epoch:0,batch_idx:4,batch_size:1,total_loss:0.24396191537380219,fps:0.5606618634857102,eta:16 days, 3:38:06,box_loss:0.1036112830042839,obj_loss:0.03733433037996292,cls_loss:0.10301630198955536
Fri Jun 14 08:48:44 2024name:yolov5m_coco200,lr:5.000000000000004e-05,iter:5,epoch:0,batch_idx:5,batch_size:1,total_loss:0.23121285438537598,fps:0.6528083015508807,eta:13 days, 20:55:06,box_loss:0.10448320209980011,obj_loss:0.024513302370905876,cls_loss:0.10221634805202484
Fri Jun 14 08:48:44 2024name:yolov5m_coco200,lr:6.0000000000000056e-05,iter:6,epoch:0,batch_idx:6,batch_size:1,total_loss:0.2713097035884857,fps:0.7251197399380257,eta:12 days, 11:43:05,box_loss:0.11789043992757797,obj_loss:0.04499015584588051,cls_loss:0.10842910408973694
Fri Jun 14 08:48:44 2024name:yolov5m_coco200,lr:7.000000000000006e-05,iter:7,epoch:0,batch_idx:7,batch_size:1,total_loss:0.23040062189102173,fps:0.8028323918146796,eta:11 days, 6:42:20,box_loss:0.09869232773780823,obj_loss:0.0292721688747406,cls_loss:0.1024361252784729
Fri Jun 14 08:48:45 2024name:yolov5m_coco200,lr:8.000000000000007e-05,iter:8,epoch:0,batch_idx:8,batch_size:1,total_loss:0.15994173288345337,fps:0.8687523881421984,eta:10 days, 10:09:52,box_loss:0.06755030155181885,obj_loss:0.023219643160700798,cls_loss:0.06917178630828857
Fri Jun 14 08:48:46 2024name:yolov5m_coco200,lr:9.000000000000009e-05,iter:9,epoch:0,batch_idx:9,batch_size:1,total_loss:0.15182000398635864,fps:0.8621100103367597,eta:10 days, 12:05:30,box_loss:0.06239083409309387,obj_loss:0.020692331716418266,cls_loss:0.06873683631420135
Fri Jun 14 08:48:46 2024name:yolov5m_coco200,lr:0.00010000000000000009,iter:10,epoch:0,batch_idx:10,batch_size:1,total_loss:0.23563767969608307,fps:0.9215108390813235,eta:9 days, 19:50:29,box_loss:0.10477577894926071,obj_loss:0.02456071972846985,cls_loss:0.10630117356777191
Fri Jun 14 08:48:47 2024name:yolov5m_coco200,lr:0.0001100000000000001,iter:11,epoch:0,batch_idx:11,batch_size:1,total_loss:0.24121032655239105,fps:0.9778872979144424,eta:9 days, 6:14:40,box_loss:0.1089181900024414,obj_loss:0.030314113944768906,cls_loss:0.10197801887989044
Fri Jun 14 08:48:47 2024name:yolov5m_coco200,lr:0.00012000000000000011,iter:12,epoch:0,batch_idx:12,batch_size:1,total_loss:0.15348617732524872,fps:1.0226311208233374,eta:8 days, 20:31:13,box_loss:0.06410980224609375,obj_loss:0.020816948264837265,cls_loss:0.0685594230890274
Fri Jun 14 08:48:48 2024name:yolov5m_coco200,lr:0.00013000000000000012,iter:13,epoch:0,batch_idx:13,batch_size:1,total_loss:0.26021063327789307,fps:1.076037100908476,eta:8 days, 9:58:20,box_loss:0.12491580098867416,obj_loss:0.026962436735630035,cls_loss:0.10833238065242767
Fri Jun 14 08:48:48 2024name:yolov5m_coco200,lr:0.00014000000000000012,iter:14,epoch:0,batch_idx:14,batch_size:1,total_loss:0.22980433702468872,fps:1.1219965961614875,eta:8 days, 1:41:55,box_loss:0.1018647700548172,obj_loss:0.0221279114484787,cls_loss:0.10581165552139282
Fri Jun 14 08:48:48 2024name:yolov5m_coco200,lr:0.00015000000000000015,iter:15,epoch:0,batch_idx:15,batch_size:1,total_loss:0.23603449761867523,fps:1.163716895261747,eta:7 days, 18:45:15,box_loss:0.11599414795637131,obj_loss:0.023286739364266396,cls_loss:0.09675361216068268
Fri Jun 14 08:48:49 2024name:yolov5m_coco200,lr:0.00016000000000000015,iter:16,epoch:0,batch_idx:16,batch_size:1,total_loss:0.23243728280067444,fps:1.2119630566559907,eta:7 days, 11:19:11,box_loss:0.10781929641962051,obj_loss:0.022459929808974266,cls_loss:0.10215805470943451
Fri Jun 14 08:48:49 2024name:yolov5m_coco200,lr:0.00017000000000000015,iter:17,epoch:0,batch_idx:17,batch_size:1,total_loss:0.23157785832881927,fps:1.2590714675729795,eta:7 days, 4:36:36,box_loss:0.1057448759675026,obj_loss:0.022803619503974915,cls_loss:0.10302935540676117
Fri Jun 14 08:48:49 2024name:yolov5m_coco200,lr:0.00018000000000000017,iter:18,epoch:0,batch_idx:18,batch_size:1,total_loss:0.2392059862613678,fps:1.3053278153163317,eta:6 days, 22:29:35,box_loss:0.11165695637464523,obj_loss:0.022507477551698685,cls_loss:0.10504155606031418
Fri Jun 14 08:48:49 2024name:yolov5m_coco200,lr:0.00019000000000000017,iter:19,epoch:0,batch_idx:19,batch_size:1,total_loss:0.23818795382976532,fps:1.3503112525154324,eta:6 days, 16:56:47,box_loss:0.10095313936471939,obj_loss:0.03157423809170723,cls_loss:0.1056605726480484
Fri Jun 14 08:48:50 2024name:yolov5m_coco200,lr:0.00020000000000000017,iter:20,epoch:0,batch_idx:20,batch_size:1,total_loss:0.24121764302253723,fps:1.3925405651954121,eta:6 days, 12:03:56,box_loss:0.10518689453601837,obj_loss:0.03333329036831856,cls_loss:0.1026974692940712
Fri Jun 14 08:48:50 2024name:yolov5m_coco200,lr:0.0002100000000000002,iter:21,epoch:0,batch_idx:21,batch_size:1,total_loss:0.15418212115764618,fps:1.4358279744208735,eta:6 days, 7:21:37,box_loss:0.06571979820728302,obj_loss:0.020236732438206673,cls_loss:0.06822559237480164
Fri Jun 14 08:48:50 2024name:yolov5m_coco200,lr:0.0002200000000000002,iter:22,epoch:0,batch_idx:22,batch_size:1,total_loss:0.1664545238018036,fps:1.4726345927968625,eta:6 days, 3:34:37,box_loss:0.0776606872677803,obj_loss:0.01990339159965515,cls_loss:0.06889043748378754
Fri Jun 14 08:48:50 2024name:yolov5m_coco200,lr:0.0002300000000000002,iter:23,epoch:0,batch_idx:23,batch_size:1,total_loss:0.23107750713825226,fps:1.5077417367007446,eta:6 days, 0:08:26,box_loss:0.10257891565561295,obj_loss:0.024709172546863556,cls_loss:0.10378941893577576
Fri Jun 14 08:48:51 2024name:yolov5m_coco200,lr:0.00024000000000000022,iter:24,epoch:0,batch_idx:24,batch_size:1,total_loss:0.15800803899765015,fps:1.5479831507197452,eta:5 days, 20:23:36,box_loss:0.06457753479480743,obj_loss:0.0224684476852417,cls_loss:0.07096205651760101
Fri Jun 14 08:48:51 2024name:yolov5m_coco200,lr:0.0002500000000000002,iter:25,epoch:0,batch_idx:25,batch_size:1,total_loss:0.16086795926094055,fps:1.581176449845705,eta:5 days, 17:26:45,box_loss:0.07221212983131409,obj_loss:0.019863514229655266,cls_loss:0.06879231333732605
Fri Jun 14 08:48:51 2024name:yolov5m_coco200,lr:0.00026000000000000025,iter:26,epoch:0,batch_idx:26,batch_size:1,total_loss:0.2346895933151245,fps:1.6051609303192111,eta:5 days, 15:23:31,box_loss:0.10172756016254425,obj_loss:0.02990436553955078,cls_loss:0.10305766761302948
